id,x,y,diameter,orientation_x,orientation_y,orientation_z
808,-71.9605,-121.0671,0.0802,0.0463,-0.0254,0.9986
809,-83.5797,-113.6352,0.0437,0.0175,-0.0363,0.9992
810,-81.8021,-114.7484,0.0623,-0.0012,-0.06,0.9982
811,-76.3296,-121.829,0.0897,-0.0317,-0.0221,0.9993
812,-75.3149,-122.4195,0.0849,0.1185,-0.0356,0.9923
813,-71.0795,-121.6381,0.0721,-0.0227,-0.0403,0.9989
814,-67.7652,-120.255,0.0589,0.0672,-0.0004,0.9977
815,-82.4959,-117.8983,0.067,0.0584,-0.0476,0.9972
816,-83.7264,-110.0429,0.0447,-0.0114,-0.1047,0.9944
817,-84.2935,-116.7346,0.0568,0.0135,-0.0319,0.9994
818,-82.9857,-118.6779,0.0519,-0.3934,-0.7424,0.5423
819,-81.5924,-118.4731,0.0705,0.0968,0.0132,0.9952
820,-75.7257,-123.1213,0.0568,-0.3969,-0.7685,0.5018
821,-74.4165,-122.9706,0.0993,0.0513,-0.0405,0.9979
822,-73.5494,-123.5587,0.0733,0.0566,-0.0101,0.9983
823,-85.3244,-112.5475,0.0457,0.0188,-0.039,0.9991
824,-85.188,-116.1816,0.0501,0.0127,-0.0315,0.9994
825,-82.2873,-121.5356,0.0653,0.0851,-0.0329,0.9958
826,-79.6803,-123.2124,0.0722,-0.0138,-0.051,0.9986
827,-78.8044,-123.7785,0.0795,-0.0096,-0.013,0.9999
828,-72.6722,-124.1412,0.0665,0.0345,-0.0387,0.9987
829,-83.4204,-117.3199,0.0647,-0.0306,-0.05,0.9983
830,-83.1858,-120.9639,0.0651,0.0455,-0.0258,0.9986
831,-81.4233,-122.105,0.0672,0.0227,-0.0524,0.9984
832,-77.9172,-124.335,0.0783,-0.0424,-0.0107,0.999
833,-76.052,-125.5276,0.0792,-0.0071,-0.0693,0.9976
834,-69.3481,-122.7448,0.0538,-0.0097,-0.159,0.9872
835,-84.9946,-119.8138,0.0588,0.0137,-0.0073,0.9999
836,-84.0841,-120.394,0.0654,0.0516,-0.0409,0.9978
837,-77.3202,-125.5389,0.0541,-0.4399,-0.7417,0.5063
838,-85.8969,-119.2596,0.0555,0.0046,-0.027,0.9996
839,-76.9375,-124.9592,0.0806,0.0371,-0.0919,0.9951
840,-75.1554,-126.0938,0.0716,0.0269,-0.0198,0.9994
841,-84.4983,-120.9997,0.0528,-0.4454,-0.7169,0.5363
842,-81.2705,-125.7204,0.0655,-0.023,-0.0599,0.9979
843,-78.1514,-126.9062,0.0545,0.4693,0.6298,0.619
844,-85.3002,-122.3075,0.0507,0.4682,0.6574,0.5904
845,-83.001,-124.6271,0.0565,-0.024,-0.0636,0.9977
846,-86.7862,-118.6921,0.0515,0.0008,-0.0417,0.9991
847,-79.5058,-126.8427,0.0658,-0.0067,-0.0323,0.9995
848,-78.5282,-127.4689,0.0724,-0.0071,-0.1205,0.9927
849,-74.2709,-126.6626,0.0704,-0.0149,-0.0458,0.9988
850,-70.9236,-125.2373,0.0583,0.0265,-0.0373,0.999
851,-86.9229,-115.0701,0.0526,-0.0684,0.0449,0.9967
852,-85.6732,-122.8989,0.057,0.0236,-0.0851,0.9961
853,-83.8775,-124.0654,0.051,0.0237,-0.031,0.9992
854,-80.385,-126.2722,0.0611,-0.0141,-0.0624,0.9979
855,-87.4581,-121.7291,0.0539,0.0336,-0.0056,0.9994
856,-85.5239,-124.6975,0.0657,0.0298,-0.0256,0.9992
857,-85.7519,-125.0268,0.0648,-0.0201,-0.0698,0.9974
858,-82.0311,-126.9266,0.0735,0.0441,-0.0298,0.9986
859,-82.2352,-127.2357,0.0772,-0.1188,-0.1596,0.98
860,-80.2635,-128.0366,0.0716,-0.0286,-0.0149,0.9995
861,-80.4766,-128.3904,0.0769,-0.0634,-0.1126,0.9916
862,-77.6149,-128.0023,0.0708,-0.0409,-0.0319,0.9987
863,-76.7311,-128.5895,0.0632,0.0154,-0.027,0.9995
864,-86.5666,-122.3066,0.0511,0.0066,-0.0373,0.9993
865,-84.7541,-123.4708,0.0567,0.0423,0.0016,0.9991
866,-84.6188,-125.2628,0.073,0.12,0.0162,0.9926
867,-83.7586,-125.8315,0.0605,0.0189,-0.0222,0.9996
868,-88.3545,-121.187,0.0596,-0.0083,-0.0536,0.9985
869,-87.3454,-123.5434,0.0519,0.0155,-0.0487,0.9987
870,-87.5633,-123.8893,0.0625,-0.0632,-0.1127,0.9916
871,-84.8412,-125.5945,0.0541,-0.0375,-0.085,0.9957
872,-81.1576,-127.4756,0.0636,0.0152,0.0391,0.9991
873,-81.3579,-127.7954,0.0657,-0.0734,-0.1117,0.991
874,-78.393,-129.2279,0.0648,-0.0374,-0.0323,0.9988
875,-78.6282,-129.5527,0.069,-0.0497,-0.0763,0.9958
876,-75.8527,-129.1553,0.0648,-0.0061,0.0055,1.0
877,-83.9633,-126.1433,0.0656,-0.0367,-0.06,0.9975
878,-77.7356,-130.1522,0.063,-0.0579,-0.1336,0.9893
879,-88.525,-117.5967,0.0551,0.0022,-0.0219,0.9998
880,-89.1301,-122.4226,0.0553,0.0034,-0.0301,0.9995
881,-87.3499,-125.4689,0.2582,-0.7994,0.5955,0.0793
882,-77.5028,-129.8013,0.0693,-0.0311,-0.0602,0.9977
883,-76.8524,-130.7128,0.0618,-0.1188,-0.1043,0.9874
884,-88.2307,-122.9804,0.1021,0.1179,-0.0496,0.9918
885,-80.2419,-130.0958,0.1472,-0.0022,-0.082,0.9966
886,-89.3435,-122.7465,0.0738,-0.0505,-0.1651,0.985
887,-88.0735,-127.0536,0.0598,0.6959,0.3493,0.6275
888,-81.2944,-132.0757,0.0819,0.5681,0.3148,0.7603
889,-76.6359,-130.3749,0.0644,0.0446,0.0317,0.9985
890,-88.4486,-123.2873,0.0744,-0.0357,-0.0891,0.9954
891,-90.1079,-120.0937,0.0685,0.006,-0.0467,0.9989
892,-88.8013,-127.0323,0.0578,0.1989,0.6701,0.7152
893,-74.0965,-130.2451,0.0622,0.036,-0.0062,0.9993
894,-81.5569,-131.8177,0.0746,0.2251,0.6382,0.7362
895,-74.8908,-131.4867,0.0414,-0.1353,-0.1491,0.9795
896,-75.1142,-131.8554,0.068,-0.0278,-0.08,0.9964
897,-57.2904,-105.8091,0.0504,0.2382,0.1685,0.9565
898,-20.5846,-47.5887,0.0509,0.0013,-0.0144,0.9999
899,-4.312,-23.4927,0.0614,0.0553,0.1115,0.9922
900,-18.273,-8.3701,0.0536,-0.0514,-0.0002,0.9987
901,-23.289,-15.7471,0.0466,0.0295,-0.0979,0.9948
902,-29.9622,-25.599,0.0474,0.0188,-0.0403,0.999
903,-44.8565,-47.9883,0.0488,0.0165,0.006,0.9998
904,-48.1353,-52.9581,0.0416,0.0073,0.0029,1.0
905,-64.4674,-79.9731,0.0621,-0.0282,0.0499,0.9984
906,-74.9831,-94.4028,0.0406,-0.0032,-0.104,0.9946
